Step,Layer,Head,Sparsity
1,28,27,0.1181
1,28,28,0.0338
1,28,29,0.5088
1,28,30,0.5399
1,28,31,0.1083
1,28,32,0.3058
1,28,33,0.0231
1,28,34,0.615
1,28,35,0.1456
1,28,36,0.0396
1,28,37,0.0332
1,28,38,0.0807
1,28,39,0.079
1,29,0,0.7362
1,29,1,0.1193
1,29,2,0.389
1,29,3,0.7668
1,29,4,0.0124
1,29,5,0.2183
1,29,6,0.137
1,29,7,0.4083
1,29,8,0.0098
1,29,9,0.0402
1,29,10,0.6319
1,29,11,0.3101
1,29,12,0.157
1,29,13,0.3688
1,29,14,0.7345
1,29,15,0.6414
1,29,16,0.7589
1,29,17,0.0097
1,29,18,0.0447
1,29,19,0.0387
1,29,20,0.4092
1,29,21,0.0535
1,29,22,0.1236
1,29,23,0.3775
1,29,24,0.5819
1,29,25,0.7455
1,29,26,0.0169
1,29,27,0.1906
1,29,28,0.0074
1,29,29,0.0617
1,29,30,0.2469
1,29,31,0.1986
1,29,32,0.3502
1,29,33,0.0772
1,29,34,0.1026
1,29,35,0.0384
1,29,36,0.0834
1,29,37,0.0077
1,29,38,0.7189
1,29,39,0.3455
1,30,0,0.3081
1,30,1,0.3165
1,30,2,0.0339
1,30,3,0.4764
1,30,4,0.5303
1,30,5,0.3587
1,30,6,0.4533
1,30,7,0.4072
1,30,8,0.5511
1,30,9,0.0037
1,30,10,0.3686
1,30,11,0.2822
1,30,12,0.3181
1,30,13,0.3128
1,30,14,0.2271
1,30,15,0.5955
1,30,16,0.662
1,30,17,0.0263
1,30,18,0.2927
1,30,19,0.63
1,30,20,0.3023
1,30,21,0.4359
1,30,22,0.4532
1,30,23,0.5384
1,30,24,0.6512
1,30,25,0.0679
1,30,26,0.2523
1,30,27,0.3348
1,30,28,0.1675
1,30,29,0.3952
1,30,30,0.0515
1,30,31,0.4197
1,30,32,0.2501
1,30,33,0.508
1,30,34,0.0051
1,30,35,0.3127
1,30,36,0.3809
1,30,37,0.4054
1,30,38,0.1546
1,30,39,0.1238
1,31,0,0.1758
1,31,1,0.1749
1,31,2,0.4089
1,31,3,0.5797
1,31,4,0.7441
1,31,5,0.2829
1,31,6,0.134
1,31,7,0.773
1,31,8,0.0032
1,31,9,0.2335
1,31,10,0.4736
1,31,11,0.4536
1,31,12,0.0757
1,31,13,0.0196
1,31,14,0.1006
1,31,15,0.1396
1,31,16,0.239
1,31,17,0.4837
1,31,18,0.6416
1,31,19,0.3187
1,31,20,0.0097
1,31,21,0.0428
1,31,22,0.3682
1,31,23,0.4852
1,31,24,0.6468
1,31,25,0.7467
1,31,26,0.1845
1,31,27,0.2845
1,31,28,0.0278
1,31,29,0.3567
1,31,30,0.0501
1,31,31,0.0628
1,31,32,0.2746
1,31,33,0.7335
1,31,34,0.0641
1,31,35,0.6599
1,31,36,0.7622
