Step,Layer,Head,Sparsity
1,11,13,0.0543
1,11,14,0.3777
1,11,15,0.1032
1,11,16,0.0835
1,11,17,0.4021
1,11,18,0.2928
1,11,19,0.3317
1,11,20,0.3816
1,11,21,0.3302
1,11,22,0.2588
1,11,23,0.4084
1,11,24,0.3156
1,11,25,0.5033
1,11,26,0.2963
1,11,27,0.2547
1,11,28,0.4004
1,11,29,0.1902
1,11,30,0.2062
1,11,31,0.1728
1,11,32,0.1198
1,11,33,0.0897
1,11,34,0.3106
1,11,35,0.3195
1,11,36,0.0278
1,11,37,0.3374
1,11,38,0.4807
1,11,39,0.4001
1,12,0,0.452
1,12,1,0.3825
1,12,2,0.2526
1,12,3,0.2031
1,12,4,0.5751
1,12,5,0.0555
1,12,6,0.1366
1,12,7,0.3309
1,12,8,0.1505
1,12,9,0.0796
1,12,10,0.0612
1,12,11,0.2742
1,12,12,0.2064
1,12,13,0.2094
1,12,14,0.2466
1,12,15,0.0653
1,12,16,0.2536
1,12,17,0.4435
1,12,18,0.0881
1,12,19,0.3491
1,12,20,0.292
1,12,21,0.163
1,12,22,0.0487
1,12,23,0.2107
1,12,24,0.2908
1,12,25,0.0955
1,12,26,0.3904
1,12,27,0.2254
1,12,28,0.0626
1,12,29,0.1446
1,12,30,0.1632
1,12,31,0.4738
1,12,32,0.1047
1,12,33,0.1043
1,12,34,0.1556
1,12,35,0.3374
1,12,36,0.1796
1,12,37,0.3007
1,12,38,0.1326
1,12,39,0.2046
1,13,0,0.2277
1,13,1,0.2598
1,13,2,0.5765
1,13,3,0.6296
1,13,4,0.0258
1,13,5,0.5122
1,13,6,0.1285
1,13,7,0.1098
1,13,8,0.0789
1,13,9,0.4738
1,13,10,0.1498
1,13,11,0.0963
1,13,12,0.2486
1,13,13,0.076
1,13,14,0.3939
1,13,15,0.0516
1,13,16,0.0729
1,13,17,0.6131
1,13,18,0.0819
1,13,19,0.1
1,13,20,0.2052
1,13,21,0.0281
1,13,22,0.1536
1,13,23,0.1344
1,13,24,0.5524
1,13,25,0.1078
1,13,26,0.0578
1,13,27,0.3977
1,13,28,0.295
1,13,29,0.3977
1,13,30,0.0661
1,13,31,0.0442
1,13,32,0.2824
1,13,33,0.4174
1,13,34,0.0903
1,13,35,0.2764
1,13,36,0.3361
1,13,37,0.0821
1,13,38,0.0758
1,13,39,0.0829
1,14,0,0.0558
1,14,1,0.0846
1,14,2,0.3697
1,14,3,0.3836
1,14,4,0.1027
1,14,5,0.342
1,14,6,0.0441
1,14,7,0.3402
1,14,8,0.2513
1,14,9,0.0433
1,14,10,0.1497
1,14,11,0.093
1,14,12,0.2647
1,14,13,0.2792
1,14,14,0.2739
1,14,15,0.397
1,14,16,0.3248
1,14,17,0.1991
1,14,18,0.1425
1,14,19,0.0588
1,14,20,0.4721
1,14,21,0.2017
1,14,22,0.149
1,14,23,0.1139
1,14,24,0.3374
1,14,25,0.5228
1,14,26,0.3274
1,14,27,0.1087
1,14,28,0.2296
1,14,29,0.2909
1,14,30,0.3523
1,14,31,0.1672
1,14,32,0.3152
1,14,33,0.1958
1,14,34,0.1767
1,14,35,0.2204
1,14,36,0.4065
1,14,37,0.4312
1,14,38,0.0778
1,14,39,0.1546
1,15,0,0.0817
1,15,1,0.6728
1,15,2,0.1981
1,15,3,0.5428
1,15,4,0.4575
1,15,5,0.4722
1,15,6,0.0564
1,15,7,0.0557
1,15,8,0.1197
1,15,9,0.0649
1,15,10,0.0993
1,15,11,0.343
1,15,12,0.3479
1,15,13,0.7549
1,15,14,0.2149
1,15,15,0.0657
1,15,16,0.491
1,15,17,0.3532
1,15,18,0.1508
1,15,19,0.0512
1,15,20,0.7188
1,15,21,0.2602
1,15,22,0.2699
1,15,23,0.5552
1,15,24,0.2134
1,15,25,0.1595
1,15,26,0.2741
1,15,27,0.626
1,15,28,0.1961
1,15,29,0.0493
1,15,30,0.0515
1,15,31,0.1
1,15,32,0.2145
1,15,33,0.2207
1,15,34,0.2131
1,15,35,0.5002
1,15,36,0.0642
1,15,37,0.0705
1,15,38,0.0213
1,15,39,0.1811
1,16,0,0.4248
1,16,1,0.2206
1,16,2,0.2501
1,16,3,0.1266
1,16,4,0.185
1,16,5,0.2033
1,16,6,0.0281
1,16,7,0.0737
1,16,8,0.3896
1,16,9,0.2271
1,16,10,0.2354
1,16,11,0.6002
1,16,12,0.5533
1,16,13,0.1802
1,16,14,0.4583
1,16,15,0.6426
1,16,16,0.1424
1,16,17,0.2605
1,16,18,0.3705
1,16,19,0.0415
1,16,20,0.3708
1,16,21,0.1088
1,16,22,0.2838
1,16,23,0.1038
1,16,24,0.267
1,16,25,0.4153
1,16,26,0.161
1,16,27,0.2219
1,16,28,0.1936
1,16,29,0.0764
1,16,30,0.3783
1,16,31,0.1592
1,16,32,0.0335
1,16,33,0.0896
1,16,34,0.1617
1,16,35,0.7065
1,16,36,0.213
1,16,37,0.0688
1,16,38,0.0721
1,16,39,0.0433
1,17,0,0.0734
1,17,1,0.4213
1,17,2,0.0739
1,17,3,0.0638
1,17,4,0.4351
1,17,5,0.0601
1,17,6,0.025
1,17,7,0.2127
1,17,8,0.4902
1,17,9,0.5113
1,17,10,0.1894
1,17,11,0.1732
1,17,12,0.1187
1,17,13,0.5164
1,17,14,0.0702
1,17,15,0.0502
1,17,16,0.6764
1,17,17,0.19
1,17,18,0.3912
1,17,19,0.479
1,17,20,0.1486
1,17,21,0.2992
1,17,22,0.2295
1,17,23,0.12
1,17,24,0.0377
1,17,25,0.1493
1,17,26,0.1199
1,17,27,0.0689
1,17,28,0.5356
1,17,29,0.1762
1,17,30,0.1631
1,17,31,0.1418
1,17,32,0.4516
1,17,33,0.0082
1,17,34,0.0868
1,17,35,0.4318
1,17,36,0.1745
1,17,37,0.1732
1,17,38,0.1011
1,17,39,0.1609
1,18,0,0.1468
1,18,1,0.0731
1,18,2,0.3679
1,18,3,0.1858
1,18,4,0.0658
1,18,5,0.0368
1,18,6,0.0839
1,18,7,0.4711
1,18,8,0.117
1,18,9,0.1194
1,18,10,0.1378
1,18,11,0.0354
1,18,12,0.1328
1,18,13,0.3904
1,18,14,0.1228
1,18,15,0.0123
1,18,16,0.0256
1,18,17,0.0904
1,18,18,0.0398
1,18,19,0.4882
1,18,20,0.0496
1,18,21,0.2814
1,18,22,0.2711
1,18,23,0.2785
1,18,24,0.303
1,18,25,0.1303
1,18,26,0.1508
1,18,27,0.2296
1,18,28,0.0322
1,18,29,0.156
1,18,30,0.1046
1,18,31,0.4029
1,18,32,0.0169
1,18,33,0.0195
1,18,34,0.0584
1,18,35,0.1059
1,18,36,0.1212
1,18,37,0.3691
1,18,38,0.6637
1,18,39,0.5605
1,19,0,0.1299
1,19,1,0.0925
1,19,2,0.1428
1,19,3,0.2971
1,19,4,0.0462
1,19,5,0.256
1,19,6,0.2732
1,19,7,0.1065
1,19,8,0.0635
1,19,9,0.2115
1,19,10,0.0093
1,19,11,0.3929
1,19,12,0.5813
1,19,13,0.0851
1,19,14,0.1334
1,19,15,0.3111
1,19,16,0.4028
1,19,17,0.0874
1,19,18,0.2132
1,19,19,0.1042
1,19,20,0.1009
1,19,21,0.0981
1,19,22,0.4475
1,19,23,0.1791
1,19,24,0.2114
1,19,25,0.1388
1,19,26,0.228
1,19,27,0.6634
1,19,28,0.0589
1,19,29,0.134
1,19,30,0.1351
1,19,31,0.2078
1,19,32,0.1092
1,19,33,0.0631
1,19,34,0.1183
1,19,35,0.3002
1,19,36,0.5511
1,19,37,0.2881
1,19,38,0.1524
1,19,39,0.3704
1,20,0,0.1463
1,20,1,0.1956
1,20,2,0.3921
1,20,3,0.0334
1,20,4,0.422
1,20,5,0.2223
1,20,6,0.4069
1,20,7,0.1643
1,20,8,0.2923
1,20,9,0.2117
1,20,10,0.5071
1,20,11,0.5294
1,20,12,0.7072
1,20,13,0.3594
1,20,14,0.1349
1,20,15,0.0302
1,20,16,0.2771
1,20,17,0.189
1,20,18,0.3357
1,20,19,0.2213
1,20,20,0.1442
1,20,21,0.0749
1,20,22,0.3449
1,20,23,0.6481
1,20,24,0.3136
1,20,25,0.2795
1,20,26,0.1244
1,20,27,0.3631
1,20,28,0.3219
1,20,29,0.0241
1,20,30,0.2761
1,20,31,0.095
1,20,32,0.4664
1,20,33,0.1576
1,20,34,0.1341
1,20,35,0.2982
1,20,36,0.193
1,20,37,0.3598
1,20,38,0.197
1,20,39,0.2556
1,21,0,0.7043
1,21,1,0.0033
1,21,2,0.5195
1,21,3,0.5663
1,21,4,0.1154
1,21,5,0.4246
1,21,6,0.0653
1,21,7,0.4848
1,21,8,0.0005
1,21,9,0.562
1,21,10,0.5591
1,21,11,0.1194
1,21,12,0.47
1,21,13,0.069
1,21,14,0.4475
1,21,15,0.2787
1,21,16,0.3786
1,21,17,0.2162
1,21,18,0.3053
1,21,19,0.6538
1,21,20,0.4791
1,21,21,0.135
1,21,22,0.6226
1,21,23,0.0205
1,21,24,0.5467
1,21,25,0.1086
