Step,Layer,Head,Sparsity
3,7,6,0.2784
3,7,7,0.2158
3,7,8,0.045
3,7,9,0.2261
3,7,10,0.4843
3,7,11,0.216
3,8,0,0.0529
3,8,1,0.1972
3,8,2,0.5778
3,8,3,0.0329
3,8,4,0.0172
3,8,5,0.2618
3,8,6,0.5286
3,8,7,0.5858
3,8,8,0.3493
3,8,9,0.5428
3,8,10,0.0132
3,8,11,0.1951
3,9,0,0.0866
3,9,1,0.1494
3,9,2,0.1052
3,9,3,0.0699
3,9,4,0.2935
3,9,5,0.6478
3,9,6,0.0749
3,9,7,0.4729
3,9,8,0.1948
3,9,9,0.0982
3,9,10,0.0726
3,9,11,0.4075
3,10,0,0.0996
3,10,1,0.2268
3,10,2,0.2292
3,10,3,0.145
3,10,4,0.2626
3,10,5,0.1051
3,10,6,0.445
3,10,7,0.5128
3,10,8,0.5724
3,10,9,0.1479
3,10,10,0.145
3,10,11,0.0638
3,11,0,0.2995
3,11,1,0.0449
3,11,2,0.1484
3,11,3,0.1574
3,11,4,0.0387
3,11,5,0.3407
3,11,6,0.0754
3,11,7,0.2842
3,11,8,0.5348
3,11,9,0.0276
3,11,10,0.4301
3,11,11,0.294
3,12,0,0.0318
3,12,1,0.1491
3,12,2,0.0169
3,12,3,0.5847
3,12,4,0.4635
3,12,5,0.6112
3,12,6,0.094
3,12,7,0.2414
3,12,8,0.02
3,12,9,0.2149
3,12,10,0.2751
3,12,11,0.2183
3,13,0,0.0357
3,13,1,0.0768
3,13,2,0.1046
3,13,3,0.3814
3,13,4,0.2431
3,13,5,0.0665
3,13,6,0.2056
3,13,7,0.0897
3,13,8,0.2327
3,13,9,0.0412
3,13,10,0.25
3,13,11,0.0469
3,14,0,0.0417
3,14,1,0.0912
3,14,2,0.2646
3,14,3,0.1077
3,14,4,0.0224
3,14,5,0.288
3,14,6,0.5207
3,14,7,0.3794
3,14,8,0.2061
3,14,9,0.3998
3,14,10,0.3341
3,14,11,0.1434
3,15,0,0.2767
3,15,1,0.0533
3,15,2,0.0905
3,15,3,0.2361
3,15,4,0.0607
3,15,5,0.1924
3,15,6,0.4328
3,15,7,0.1112
3,15,8,0.4355
3,15,9,0.2216
3,15,10,0.4331
3,15,11,0.2732
3,16,0,0.0507
3,16,1,0.294
3,16,2,0.1727
3,16,3,0.3061
3,16,4,0.0583
3,16,5,0.3238
3,16,6,0.0408
3,16,7,0.2672
3,16,8,0.4445
3,16,9,0.0792
3,16,10,0.2802
3,16,11,0.1281
3,17,0,0.0629
3,17,1,0.0794
3,17,2,0.1371
3,17,3,0.0391
3,17,4,0.1127
3,17,5,0.0242
3,17,6,0.0822
3,17,7,0.0556
3,17,8,0.0369
3,17,9,0.1124
3,17,10,0.0476
3,17,11,0.243
3,18,0,0.1735
3,18,1,0.0586
3,18,2,0.0561
3,18,3,0.0672
3,18,4,0.0984
3,18,5,0.1022
3,18,6,0.0872
3,18,7,0.1028
3,18,8,0.063
3,18,9,0.5843
3,18,10,0.0263
3,18,11,0.0708
3,19,0,0.225
3,19,1,0.0695
3,19,2,0.0036
3,19,3,0.2154
3,19,4,0.0115
3,19,5,0.2489
3,19,6,0.3888
