Step,Layer,Head,Sparsity
1,23,15,0.0067
1,23,16,0.0045
1,23,17,0.0343
1,23,18,0.1221
1,23,19,0.1081
1,23,20,0.0876
1,23,21,0.1287
1,23,22,0.042
1,23,23,0.0196
1,24,0,0.3381
1,24,1,0.2919
1,24,2,0.042
1,24,3,0.0157
1,24,4,0.127
1,24,5,0.0071
1,24,6,0.246
1,24,7,0.0019
1,24,8,0.507
1,24,9,0.0094
1,24,10,0.2673
1,24,11,0.0022
1,24,12,0.1052
1,24,13,0.0635
1,24,14,0.0233
1,24,15,0.3555
1,24,16,0.2094
1,24,17,0.0061
1,24,18,0.1023
1,24,19,0.1806
1,24,20,0.0052
1,24,21,0.1656
1,24,22,0.0472
1,24,23,0.0083
1,25,0,0.0598
1,25,1,0.0427
1,25,2,0.0922
1,25,3,0.0337
1,25,4,0.0412
1,25,5,0.0381
1,25,6,0.0337
1,25,7,0.3662
1,25,8,0.0446
1,25,9,0.0287
1,25,10,0.0169
1,25,11,0.0432
1,25,12,0.3473
1,25,13,0.0957
1,25,14,0.2
1,25,15,0.0492
1,25,16,0.0304
1,25,17,0.0034
1,25,18,0.0302
1,25,19,0.01
1,25,20,0.0311
1,25,21,0.0015
1,25,22,0.0471
1,25,23,0.0087
1,26,0,0.0415
1,26,1,0.2262
1,26,2,0.636
1,26,3,0.1822
1,26,4,0.1228
1,26,5,0.066
1,26,6,0.4625
1,26,7,0.6827
1,26,8,0.0765
1,26,9,0.2312
1,26,10,0.3634
1,26,11,0.0364
1,26,12,0.2192
1,26,13,0.2642
1,26,14,0.0495
1,26,15,0.0344
1,26,16,0.2414
1,26,17,0.5514
1,26,18,0.2646
1,26,19,0.2312
1,26,20,0.2228
1,26,21,0.1261
1,26,22,0.0293
1,26,23,0.2392
1,27,0,0.0095
1,27,1,0.451
1,27,2,0.3209
1,27,3,0.3016
1,27,4,0.2484
1,27,5,0.2895
1,27,6,0.0028
1,27,7,0.3032
1,27,8,0.3056
1,27,9,0.1791
1,27,10,0.1431
1,27,11,0.0699
1,27,12,0.3408
1,27,13,0.0048
1,27,14,0.4387
1,27,15,0.2869
1,27,16,0.4074
1,27,17,0.0042
1,27,18,0.4233
1,27,19,0.1242
1,27,20,0.5141
1,27,21,0.2754
1,27,22,0.3535
1,27,23,0.7331
1,28,0,0.0813
1,28,1,0.1454
1,28,2,0.2233
1,28,3,0.0046
1,28,4,0.0052
1,28,5,0.0411
1,28,6,0.2639
1,28,7,0.2606
1,28,8,0.191
1,28,9,0.0175
1,28,10,0.1566
1,28,11,0.3663
1,28,12,0.3441
1,28,13,0.2979
1,28,14,0.347
1,28,15,0.0524
1,28,16,0.2918
1,28,17,0.2779
1,28,18,0.1041
1,28,19,0.3292
1,28,20,0.2509
1,28,21,0.1919
1,28,22,0.0491
1,28,23,0.0149
1,29,0,0.2335
1,29,1,0.3484
1,29,2,0.1136
1,29,3,0.192
1,29,4,0.3543
1,29,5,0.4659
1,29,6,0.4917
1,29,7,0.2992
1,29,8,0.4787
1,29,9,0.4618
1,29,10,0.408
1,29,11,0.4344
1,29,12,0.2723
1,29,13,0.2421
1,29,14,0.3181
1,29,15,0.3447
1,29,16,0.2091
1,29,17,0.1696
1,29,18,0.2344
1,29,19,0.2534
1,29,20,0.3887
1,29,21,0.4325
1,29,22,0.3632
1,29,23,0.6132
1,30,0,0.2966
1,30,1,0.0537
1,30,2,0.001
1,30,3,0.1293
1,30,4,0.001
1,30,5,0.1624
1,30,6,0.451
1,30,7,0.001
1,30,8,0.2197
1,30,9,0.4947
1,30,10,0.6217
1,30,11,0.3443
1,30,12,0.0009
1,30,13,0.2884
1,30,14,0.2488
1,30,15,0.3593
1,30,16,0.4621
1,30,17,0.0642
1,30,18,0.3355
1,30,19,0.0011
1,30,20,0.5379
1,30,21,0.4453
1,30,22,0.3279
1,30,23,0.3384
1,31,0,0.3102
1,31,1,0.0013
1,31,2,0.3727
1,31,3,0.3965
1,31,4,0.2246
1,31,5,0.2386
1,31,6,0.385
1,31,7,0.039
1,31,8,0.0581
1,31,9,0.1574
1,31,10,0.0023
1,31,11,0.2608
1,31,12,0.0874
1,31,13,0.0371
1,31,14,0.305
1,31,15,0.0014
1,31,16,0.0219
1,31,17,0.0039
1,31,18,0.165
1,31,19,0.3175
1,31,20,0.0553
1,31,21,0.2935
1,31,22,0.0486
1,31,23,0.0133
1,32,0,0.2814
1,32,1,0.5748
1,32,2,0.4642
1,32,3,0.0923
1,32,4,0.0407
1,32,5,0.3539
1,32,6,0.1767
1,32,7,0.3294
1,32,8,0.1301
1,32,9,0.4191
1,32,10,0.2895
1,32,11,0.3248
1,32,12,0.47
1,32,13,0.5379
1,32,14,0.2718
1,32,15,0.0015
1,32,16,0.5796
1,32,17,0.2106
1,32,18,0.6043
1,32,19,0.6405
1,32,20,0.5811
1,32,21,0.0186
1,32,22,0.1026
1,32,23,0.5613
1,33,0,0.2187
1,33,1,0.0871
1,33,2,0.104
1,33,3,0.0624
1,33,4,0.11
1,33,5,0.1417
1,33,6,0.1802
1,33,7,0.2784
1,33,8,0.0526
1,33,9,0.1703
1,33,10,0.0638
1,33,11,0.0413
1,33,12,0.1035
1,33,13,0.1863
1,33,14,0.1543
1,33,15,0.0255
1,33,16,0.3375
1,33,17,0.0359
1,33,18,0.2349
1,33,19,0.2296
1,33,20,0.128
1,33,21,0.1501
1,33,22,0.1934
1,33,23,0.2358
1,34,0,0.0357
1,34,1,0.2783
1,34,2,0.0921
1,34,3,0.1897
1,34,4,0.2175
1,34,5,0.3416
1,34,6,0.2337
1,34,7,0.0358
1,34,8,0.0865
1,34,9,0.1623
1,34,10,0.0663
1,34,11,0.1161
1,34,12,0.3063
1,34,13,0.3766
1,34,14,0.3019
1,34,15,0.0042
1,34,16,0.0671
1,34,17,0.1324
1,34,18,0.4142
1,34,19,0.1066
1,34,20,0.232
1,34,21,0.2956
1,34,22,0.3998
1,34,23,0.088
1,35,0,0.202
1,35,1,0.0278
1,35,2,0.0076
1,35,3,0.0041
1,35,4,0.0061
1,35,5,0.0052
1,35,6,0.4201
1,35,7,0.067
1,35,8,0.0033
1,35,9,0.018
1,35,10,0.0004
1,35,11,0.0026
1,35,12,0.0082
1,35,13,0.1427
1,35,14,0.4436
1,35,15,0.0045
1,35,16,0.0451
1,35,17,0.0044
1,35,18,0.4221
1,35,19,0.2245
1,35,20,0.0057
1,35,21,0.0166
1,35,22,0.0089
1,35,23,0.018
1,36,0,0.0129
1,36,1,0.0791
1,36,2,0.36
1,36,3,0.195
1,36,4,0.5207
1,36,5,0.2483
1,36,6,0.2906
1,36,7,0.1734
1,36,8,0.3015
1,36,9,0.0369
1,36,10,0.1416
1,36,11,0.43
1,36,12,0.2167
1,36,13,0.2743
1,36,14,0.0015
1,36,15,0.1733
1,36,16,0.3147
1,36,17,0.0324
1,36,18,0.0027
